,Gender,Home Location,Level of Education,Age(Years),Number of Subjects,Device type used to attend classes,Economic status,Family size,Internet facility in your locality,Are you involved in any sports?,Do elderly people monitor you?,Study time (Hours),Sleep time (Hours),Time spent on social media (Hours),Interested in Gaming?,Have separate room for studying?,Engaged in group studies?,Average marks scored before pandemic in traditional classroom,Your interaction in online mode,Clearing doubts with faculties in online mode,Interested in?,Performance in online,Your level of satisfaction in Online Education
571,Male,Urban,Under Graduate,20.0,7.0,Laptop,Middle Class,4.0,4.0,No,No,4.0,6.0,2.0,No,No,No,81-90,3.0,4.0,Both,8.0,Good
573,Male,Urban,Post Graduate,20.0,8.0,Laptop,Middle Class,4.0,4.0,Yes,Yes,4.0,5.0,2.0,Yes,Yes,No,81-90,3.0,3.0,Theory,7.0,Average
575,Male,Urban,Under Graduate,20.0,7.0,Laptop,Middle Class,4.0,4.0,No,No,2.0,8.0,2.0,No,Yes,No,81-90,2.0,2.0,Both,8.0,Average
576,Female,Urban,Post Graduate,22.0,4.0,Laptop,Middle Class,4.0,4.0,Yes,Yes,3.0,6.0,2.0,Yes,Yes,yes,71-80,3.0,3.0,Practical,6.0,Average
577,Male,Rural,Under Graduate,21.0,7.0,Laptop,Middle Class,4.0,3.0,No,Yes,8.0,5.0,1.0,Yes,Yes,No,81-90,3.0,2.0,Both,6.0,Bad
578,Male,Urban,Under Graduate,21.0,8.0,Laptop,Middle Class,3.0,2.0,No,Yes,8.0,8.0,1.0,Yes,Yes,No,81-90,2.0,2.0,Both,8.0,Bad
579,Male,Urban,Under Graduate,20.0,7.0,Laptop,Middle Class,5.0,5.0,Yes,No,6.0,6.0,2.0,Yes,Yes,No,81-90,4.0,1.0,Both,7.0,Bad
580,Male,Urban,Under Graduate,20.0,8.0,Laptop,Middle Class,4.0,4.0,No,No,10.0,7.0,1.0,Yes,No,No,81-90,2.0,2.0,Both,6.0,Average
581,Female,Urban,Under Graduate,20.0,7.0,Laptop,Middle Class,4.0,5.0,Yes,No,4.0,6.0,3.0,No,No,yes,91-100,3.0,3.0,Both,8.0,Good
582,Male,Urban,Under Graduate,20.0,6.0,Laptop,Middle Class,4.0,4.0,Yes,Yes,5.0,7.0,3.0,Yes,Yes,No,71-80,3.0,3.0,Theory,5.0,Average
583,Male,Urban,Under Graduate,20.0,5.0,Laptop,Middle Class,5.0,3.0,No,Yes,9.0,5.0,1.0,No,Yes,yes,71-80,2.0,2.0,Practical,5.0,Bad
584,Female,Urban,Under Graduate,17.0,6.0,Laptop,Middle Class,4.0,4.0,No,Yes,5.0,8.0,2.0,Yes,Yes,No,91-100,3.0,3.0,Both,8.0,Average
585,Male,Rural,Post Graduate,18.0,7.0,Laptop,Middle Class,4.0,4.0,No,No,8.0,8.0,1.0,Yes,No,No,51-60,1.0,1.0,Practical,8.0,Average
586,Male,Urban,Under Graduate,20.0,7.0,Laptop,Middle Class,4.0,3.0,Yes,No,4.0,7.0,2.0,Yes,Yes,No,81-90,3.0,2.0,Practical,4.0,Bad
587,Female,Urban,Under Graduate,19.0,6.0,Mobile,Middle Class,4.0,2.0,No,Yes,8.0,7.0,2.0,Yes,No,yes,71-80,5.0,5.0,Practical,10.0,Good
589,Female,Urban,Under Graduate,18.0,7.0,Laptop,Middle Class,4.0,4.0,No,No,4.0,7.0,2.0,No,No,No,81-90,3.0,3.0,Theory,6.0,Average
590,Male,Urban,Under Graduate,21.0,11.0,Mobile,Rich,5.0,5.0,Yes,Yes,5.0,8.0,1.0,No,Yes,yes,71-80,5.0,5.0,Practical,10.0,Good
591,Female,Urban,Under Graduate,18.0,8.0,Laptop,Middle Class,4.0,5.0,No,Yes,5.0,8.0,1.0,Yes,Yes,yes,91-100,5.0,5.0,Practical,9.0,Good
592,Female,Urban,Under Graduate,20.0,8.0,Laptop,Middle Class,4.0,4.0,No,Yes,2.0,7.0,2.0,No,No,yes,71-80,3.0,3.0,Both,9.0,Good
593,Female,Urban,Under Graduate,21.0,7.0,Laptop,Middle Class,4.0,3.0,No,No,7.0,8.0,2.0,Yes,Yes,No,81-90,1.0,1.0,Both,4.0,Bad
594,Female,Rural,Under Graduate,19.0,7.0,Mobile,Middle Class,4.0,4.0,No,Yes,2.0,5.0,2.0,No,Yes,No,71-80,3.0,4.0,Both,7.0,Average
595,Male,Rural,Under Graduate,20.0,6.0,Mobile,Middle Class,4.0,3.0,Yes,No,2.0,8.0,6.0,Yes,No,yes,71-80,3.0,4.0,Practical,6.0,Average
596,Female,Urban,Under Graduate,20.0,6.0,Laptop,Middle Class,5.0,4.0,No,Yes,3.0,8.0,2.0,No,Yes,yes,71-80,3.0,4.0,Both,8.0,Average
597,Male,Rural,Under Graduate,19.0,7.0,Mobile,Middle Class,4.0,2.0,No,No,7.0,7.0,1.0,No,No,yes,61-70,3.0,3.0,Both,6.0,Average
598,Male,Rural,Under Graduate,20.0,7.0,Mobile,Poor,5.0,2.0,No,No,6.0,7.0,4.0,No,No,yes,71-80,3.0,2.0,Both,6.0,Good
600,Male,Rural,Under Graduate,20.0,7.0,Mobile,Middle Class,4.0,3.0,No,No,5.0,8.0,6.0,Yes,Yes,No,61-70,3.0,3.0,Practical,8.0,Good
601,Male,Rural,Under Graduate,19.0,6.0,Mobile,Middle Class,4.0,5.0,No,No,3.0,8.0,4.0,Yes,Yes,yes,81-90,5.0,3.0,Theory,8.0,Good
602,Female,Urban,Under Graduate,21.0,7.0,Laptop,Middle Class,3.0,5.0,Yes,No,5.0,8.0,1.0,Yes,Yes,No,71-80,5.0,5.0,Theory,10.0,Good
603,Female,Rural,Under Graduate,18.0,7.0,Mobile,Middle Class,4.0,2.0,No,Yes,6.0,4.0,1.0,Yes,No,yes,71-80,4.0,3.0,Practical,10.0,Good
604,Male,Rural,Under Graduate,19.0,7.0,Mobile,Middle Class,5.0,4.0,Yes,Yes,4.0,6.0,4.0,Yes,No,yes,81-90,3.0,3.0,Practical,9.0,Good
605,Male,Rural,School,20.0,8.0,Mobile,Middle Class,4.0,2.0,No,No,4.0,8.0,5.0,Yes,No,No,81-90,4.0,4.0,Both,10.0,Good
606,Female,Urban,Under Graduate,21.0,6.0,Laptop,Middle Class,4.0,3.0,No,Yes,7.0,8.0,3.0,No,Yes,yes,81-90,3.0,3.0,Both,7.0,Average
607,Male,Rural,Under Graduate,21.0,7.0,Mobile,Middle Class,4.0,3.0,Yes,No,9.0,8.0,2.0,Yes,No,yes,71-80,5.0,4.0,Both,9.0,Good
608,Female,Urban,Under Graduate,20.0,6.0,Laptop,Middle Class,4.0,4.0,No,No,6.0,8.0,5.0,Yes,Yes,yes,81-90,5.0,5.0,Theory,10.0,Average
609,Male,Rural,Under Graduate,19.0,6.0,Desktop,Middle Class,3.0,4.0,No,Yes,4.0,6.0,4.0,No,Yes,No,41-50,3.0,2.0,Practical,8.0,Good
610,Female,Urban,Under Graduate,20.0,6.0,Mobile,Middle Class,4.0,4.0,No,Yes,6.0,7.0,3.0,No,No,No,91-100,3.0,2.0,Practical,4.0,Bad
611,Female,Urban,Under Graduate,19.0,6.0,Mobile,Middle Class,4.0,5.0,No,Yes,5.0,8.0,6.0,Yes,No,yes,51-60,5.0,5.0,Both,10.0,Good
612,Male,Urban,Under Graduate,21.0,7.0,Laptop,Middle Class,4.0,2.0,Yes,Yes,5.0,8.0,2.0,Yes,Yes,yes,81-90,3.0,3.0,Practical,6.0,Average
614,Male,Urban,Under Graduate,21.0,7.0,Laptop,Middle Class,4.0,5.0,No,No,5.0,8.0,2.0,No,Yes,No,81-90,1.0,1.0,Both,4.0,Average
616,Female,Urban,Under Graduate,19.0,7.0,Laptop,Middle Class,4.0,3.0,No,Yes,5.0,4.0,1.0,Yes,No,yes,71-80,3.0,3.0,Practical,6.0,Bad
617,Female,Urban,School,18.0,6.0,Laptop,Poor,5.0,4.0,Yes,Yes,2.0,6.0,2.0,Yes,No,No,61-70,1.0,1.0,Both,3.0,Bad
618,Female,Urban,Under Graduate,19.0,5.0,Laptop,Middle Class,4.0,3.0,Yes,No,3.0,7.0,1.0,Yes,No,yes,61-70,4.0,3.0,Theory,6.0,Average
620,Female,Urban,School,18.0,8.0,Laptop,Middle Class,6.0,5.0,No,Yes,5.0,8.0,2.0,No,Yes,No,71-80,3.0,3.0,Practical,7.0,Good
621,Female,Urban,Under Graduate,19.0,5.0,Laptop,Middle Class,3.0,3.0,No,No,5.0,5.0,2.0,Yes,No,yes,61-70,2.0,3.0,Theory,7.0,Good
622,Female,Rural,Under Graduate,18.0,6.0,Mobile,Middle Class,4.0,3.0,No,Yes,5.0,7.0,1.0,Yes,No,No,71-80,3.0,4.0,Both,8.0,Average
624,Male,Urban,Under Graduate,18.0,6.0,Mobile,Middle Class,5.0,2.0,Yes,Yes,3.0,8.0,2.0,Yes,Yes,yes,81-90,2.0,3.0,Practical,7.0,Bad
625,Female,Urban,Under Graduate,19.0,8.0,Laptop,Middle Class,4.0,3.0,No,No,6.0,7.0,2.0,Yes,No,No,71-80,3.0,1.0,Practical,6.0,Average
627,Female,Urban,School,17.0,6.0,Laptop,Middle Class,3.0,3.0,Yes,Yes,4.0,7.0,1.0,Yes,Yes,yes,81-90,3.0,3.0,Theory,6.0,Average
628,Male,Urban,Under Graduate,20.0,4.0,Laptop,Middle Class,4.0,3.0,No,Yes,1.0,6.0,5.0,Yes,Yes,No,71-80,3.0,3.0,Theory,8.0,Good
629,Male,Urban,Post Graduate,17.0,7.0,Mobile,Poor,4.0,3.0,No,Yes,2.0,8.0,3.0,Yes,No,No,81-90,2.0,3.0,Both,4.0,Average
630,Female,Urban,Under Graduate,17.0,6.0,Laptop,Middle Class,4.0,2.0,No,No,7.0,8.0,2.0,Yes,Yes,yes,91-100,3.0,2.0,Theory,6.0,Average
631,Male,Rural,Under Graduate,18.0,6.0,Laptop,Middle Class,4.0,4.0,No,No,2.0,5.0,2.0,Yes,Yes,yes,31-40,1.0,1.0,Practical,3.0,Average
632,Male,Rural,Under Graduate,17.0,8.0,Laptop,Middle Class,3.0,3.0,Yes,No,4.0,8.0,1.0,No,Yes,No,91-100,1.0,2.0,Practical,6.0,Bad
633,Female,Urban,School,19.0,8.0,Mobile,Middle Class,4.0,3.0,No,No,3.0,9.0,2.0,No,Yes,yes,41-50,2.0,2.0,Both,4.0,Average
634,Female,Rural,Under Graduate,18.0,8.0,Mobile,Middle Class,4.0,3.0,No,Yes,4.0,6.0,1.0,No,Yes,No,91-100,3.0,2.0,Theory,5.0,Average
635,Female,Urban,Under Graduate,19.0,6.0,Laptop,Middle Class,3.0,4.0,Yes,Yes,4.0,6.0,2.0,Yes,Yes,yes,71-80,3.0,3.0,Practical,6.0,Average
636,Female,Urban,Post Graduate,19.0,8.0,Laptop,Middle Class,4.0,4.0,No,Yes,2.0,8.0,3.0,No,No,yes,61-70,4.0,4.0,Practical,8.0,Average
637,Female,Urban,Under Graduate,18.0,5.0,Laptop,Middle Class,4.0,3.0,No,No,4.0,7.0,1.0,No,Yes,No,91-100,3.0,5.0,Both,8.0,Average
639,Female,Urban,Under Graduate,18.0,9.0,Laptop,Middle Class,4.0,5.0,No,Yes,4.0,6.0,1.0,No,Yes,No,91-100,4.0,4.0,Practical,9.0,Average
640,Female,Urban,Under Graduate,17.0,7.0,Laptop,Middle Class,6.0,4.0,No,No,2.0,7.0,5.0,No,No,No,71-80,1.0,1.0,Theory,5.0,Average
641,Female,Urban,Under Graduate,17.0,7.0,Mobile,Middle Class,5.0,2.0,No,Yes,4.0,6.0,5.0,No,Yes,No,81-90,3.0,3.0,Practical,7.0,Average
642,Male,Rural,Post Graduate,18.0,7.0,Mobile,Middle Class,4.0,3.0,No,Yes,7.0,9.0,1.0,No,No,No,81-90,3.0,3.0,Practical,4.0,Average
643,Female,Rural,Post Graduate,20.0,5.0,Laptop,Middle Class,4.0,3.0,No,Yes,4.0,7.0,4.0,Yes,No,yes,81-90,3.0,3.0,Both,7.0,Average
644,Female,Rural,Post Graduate,17.0,8.0,Laptop,Middle Class,3.0,3.0,No,Yes,3.0,6.0,1.0,Yes,Yes,No,61-70,4.0,4.0,Both,6.0,Average
646,Male,Urban,School,17.0,8.0,Laptop,Middle Class,4.0,3.0,Yes,No,5.0,8.0,2.0,No,Yes,No,81-90,3.0,2.0,Practical,8.0,Good
647,Female,Urban,Under Graduate,18.0,7.0,Laptop,Middle Class,4.0,4.0,No,Yes,4.0,7.0,3.0,Yes,Yes,yes,81-90,3.0,2.0,Practical,5.0,Bad
648,Female,Rural,Under Graduate,18.0,5.0,Laptop,Middle Class,4.0,3.0,No,No,4.0,5.0,3.0,No,Yes,No,81-90,3.0,3.0,Both,8.0,Average
649,Female,Rural,Under Graduate,18.0,7.0,Laptop,Middle Class,4.0,4.0,No,No,8.0,8.0,1.0,No,No,No,81-90,3.0,4.0,Practical,8.0,Average
650,Male,Urban,Under Graduate,18.0,7.0,Laptop,Poor,3.0,3.0,No,Yes,3.0,7.0,1.0,Yes,Yes,yes,81-90,3.0,3.0,Theory,8.0,Average
651,Male,Urban,School,17.0,8.0,Mobile,Middle Class,4.0,4.0,No,No,1.0,9.0,3.0,Yes,Yes,No,91-100,2.0,2.0,Practical,6.0,Bad
652,Male,Urban,Under Graduate,18.0,11.0,Laptop,Middle Class,4.0,3.0,Yes,Yes,3.0,8.0,2.0,Yes,Yes,yes,81-90,3.0,3.0,Practical,6.0,Average
653,Female,Urban,School,17.0,8.0,Laptop,Middle Class,4.0,3.0,No,Yes,2.0,7.0,1.0,No,Yes,No,81-90,3.0,3.0,Practical,6.0,Average
654,Female,Urban,Under Graduate,17.0,8.0,Laptop,Middle Class,4.0,4.0,No,No,8.0,6.0,2.0,No,Yes,No,81-90,3.0,2.0,Theory,3.0,Average
657,Male,Rural,Under Graduate,17.0,8.0,Laptop,Middle Class,5.0,4.0,No,Yes,6.0,7.0,2.0,No,Yes,No,81-90,4.0,2.0,Theory,6.0,Average
658,Male,Rural,Under Graduate,18.0,8.0,Laptop,Middle Class,4.0,3.0,Yes,No,4.0,6.0,2.0,No,Yes,No,91-100,3.0,3.0,Both,6.0,Bad
659,Female,Urban,Under Graduate,18.0,8.0,Laptop,Middle Class,4.0,4.0,No,Yes,4.0,6.0,2.0,No,Yes,No,81-90,3.0,4.0,Theory,7.0,Average
661,Female,Rural,Under Graduate,17.0,5.0,Laptop,Middle Class,5.0,3.0,No,Yes,5.0,6.0,1.0,Yes,Yes,No,71-80,3.0,3.0,Practical,6.0,Good
662,Male,Rural,Under Graduate,18.0,7.0,Laptop,Middle Class,5.0,3.0,No,No,6.0,8.0,2.0,Yes,Yes,No,81-90,3.0,3.0,Practical,6.0,Bad
663,Female,Rural,Under Graduate,20.0,7.0,Laptop,Middle Class,4.0,3.0,No,No,4.0,10.0,6.0,No,No,No,71-80,2.0,3.0,Both,4.0,Average
664,Male,Rural,Under Graduate,18.0,9.0,Laptop,Middle Class,5.0,5.0,No,Yes,8.0,8.0,1.0,No,Yes,No,91-100,4.0,3.0,Both,8.0,Good
665,Male,Urban,Under Graduate,17.0,7.0,Laptop,Middle Class,4.0,4.0,Yes,Yes,3.0,7.0,1.0,No,Yes,No,81-90,3.0,4.0,Practical,7.0,Good
666,Male,Rural,Under Graduate,17.0,8.0,Desktop,Middle Class,4.0,3.0,No,Yes,6.0,7.0,2.0,No,No,yes,81-90,3.0,3.0,Theory,5.0,Average
667,Female,Urban,Post Graduate,18.0,8.0,Laptop,Middle Class,4.0,3.0,Yes,Yes,3.0,5.0,1.0,Yes,Yes,yes,71-80,3.0,3.0,Theory,6.0,Average
668,Male,Urban,Under Graduate,18.0,6.0,Mobile,Middle Class,3.0,4.0,No,No,3.0,8.0,1.0,Yes,Yes,No,71-80,3.0,5.0,Theory,8.0,Good
669,Female,Rural,School,18.0,6.0,Laptop,Middle Class,4.0,4.0,No,Yes,4.0,8.0,1.0,No,No,yes,81-90,4.0,5.0,Practical,8.0,Good
670,Male,Urban,Under Graduate,18.0,11.0,Laptop,Middle Class,4.0,3.0,No,No,3.0,8.0,2.0,Yes,Yes,No,81-90,2.0,2.0,Practical,4.0,Average
671,Female,Rural,Under Graduate,19.0,8.0,Mobile,Middle Class,6.0,2.0,No,No,4.0,6.0,1.0,No,No,No,71-80,2.0,1.0,Practical,6.0,Average
672,Male,Urban,Under Graduate,19.0,6.0,Mobile,Middle Class,4.0,5.0,No,Yes,5.0,8.0,3.0,No,Yes,yes,71-80,3.0,3.0,Both,6.0,Average
673,Female,Urban,Under Graduate,17.0,6.0,Laptop,Middle Class,3.0,5.0,No,Yes,3.0,7.0,2.0,Yes,Yes,No,91-100,3.0,2.0,Practical,6.0,Average
674,Male,Urban,Under Graduate,18.0,7.0,Laptop,Middle Class,5.0,3.0,Yes,Yes,6.0,6.0,2.0,Yes,No,No,81-90,3.0,4.0,Practical,7.0,Average
675,Male,Rural,Post Graduate,20.0,9.0,Mobile,Middle Class,4.0,4.0,No,Yes,2.0,9.0,3.0,Yes,No,yes,71-80,3.0,3.0,Both,7.0,Bad
676,Male,Urban,Under Graduate,17.0,6.0,Mobile,Middle Class,4.0,3.0,No,Yes,2.0,7.0,1.0,Yes,No,No,81-90,3.0,3.0,Practical,6.0,Average
677,Female,Urban,Under Graduate,18.0,8.0,Laptop,Middle Class,4.0,4.0,No,No,8.0,6.0,1.0,No,Yes,No,81-90,3.0,3.0,Theory,7.0,Average
678,Female,Urban,Under Graduate,18.0,6.0,Laptop,Middle Class,4.0,4.0,No,No,3.0,8.0,2.0,No,Yes,No,81-90,3.0,4.0,Practical,8.0,Average
679,Female,Rural,School,18.0,6.0,Laptop,Middle Class,4.0,5.0,No,No,7.0,9.0,5.0,Yes,No,yes,91-100,3.0,3.0,Practical,7.0,Good
680,Male,Rural,Under Graduate,18.0,7.0,Laptop,Middle Class,4.0,3.0,Yes,Yes,2.0,6.0,2.0,Yes,Yes,yes,61-70,3.0,3.0,Theory,9.0,Bad
681,Male,Urban,Post Graduate,17.0,8.0,Laptop,Middle Class,4.0,3.0,No,Yes,3.0,6.0,2.0,Yes,No,yes,81-90,3.0,3.0,Theory,7.0,Average
682,Female,Rural,School,18.0,8.0,Laptop,Middle Class,5.0,3.0,No,Yes,4.0,6.0,1.0,Yes,No,No,91-100,4.0,3.0,Theory,7.0,Good
683,Male,Urban,Under Graduate,18.0,6.0,Laptop,Middle Class,4.0,2.0,No,Yes,6.0,8.0,1.0,No,Yes,No,91-100,3.0,3.0,Practical,6.0,Average
684,Male,Rural,Under Graduate,18.0,8.0,Laptop,Middle Class,4.0,4.0,Yes,Yes,8.0,8.0,1.0,No,Yes,No,91-100,3.0,3.0,Theory,6.0,Good
685,Female,Urban,Under Graduate,18.0,6.0,Laptop,Middle Class,4.0,4.0,No,Yes,2.0,8.0,5.0,No,No,No,81-90,3.0,3.0,Theory,7.0,Average
686,Male,Urban,School,18.0,5.0,Laptop,Middle Class,3.0,5.0,Yes,No,3.0,8.0,2.0,Yes,No,yes,71-80,4.0,5.0,Practical,8.0,Average
687,Male,Rural,School,18.0,8.0,Laptop,Middle Class,5.0,3.0,No,Yes,2.0,6.0,3.0,Yes,Yes,No,81-90,3.0,4.0,Practical,8.0,Good
688,Male,Urban,Post Graduate,17.0,8.0,Laptop,Middle Class,4.0,3.0,No,Yes,3.0,6.0,2.0,Yes,No,yes,81-90,3.0,3.0,Theory,6.0,Average
689,Male,Rural,Under Graduate,17.0,8.0,Laptop,Middle Class,4.0,3.0,No,No,8.0,8.0,4.0,No,Yes,No,81-90,3.0,3.0,Practical,7.0,Average
690,Male,Urban,School,18.0,7.0,Laptop,Middle Class,4.0,4.0,No,Yes,8.0,8.0,2.0,No,Yes,No,91-100,5.0,5.0,Practical,10.0,Average
691,Male,Rural,Under Graduate,18.0,11.0,Laptop,Middle Class,4.0,3.0,No,No,2.0,7.0,2.0,Yes,No,No,51-60,2.0,2.0,Theory,4.0,Average
692,Male,Rural,Under Graduate,19.0,7.0,Mobile,Middle Class,4.0,5.0,No,No,5.0,8.0,2.0,No,Yes,yes,81-90,2.0,2.0,Both,4.0,Average
693,Female,Urban,Under Graduate,17.0,8.0,Desktop,Middle Class,4.0,4.0,No,No,3.0,7.0,2.0,Yes,No,yes,81-90,1.0,1.0,Practical,5.0,Average
694,Male,Urban,Under Graduate,17.0,8.0,Laptop,Middle Class,4.0,3.0,Yes,Yes,2.0,6.0,1.0,Yes,No,yes,71-80,3.0,1.0,Practical,5.0,Average
695,Female,Rural,School,18.0,6.0,Laptop,Middle Class,6.0,3.0,Yes,Yes,3.0,7.0,1.0,No,Yes,yes,81-90,4.0,4.0,Practical,8.0,Good
696,Female,Urban,School,17.0,5.0,Laptop,Middle Class,4.0,4.0,Yes,Yes,3.0,7.0,2.0,No,Yes,No,91-100,4.0,4.0,Both,8.0,Average
697,Male,Rural,Under Graduate,17.0,8.0,Laptop,Middle Class,4.0,4.0,Yes,Yes,3.0,7.0,2.0,No,Yes,yes,61-70,3.0,2.0,Practical,6.0,Average
698,Female,Urban,School,18.0,8.0,Laptop,Middle Class,4.0,4.0,Yes,Yes,4.0,7.0,1.0,Yes,No,No,81-90,3.0,3.0,Practical,8.0,Good
700,Male,Urban,Post Graduate,17.0,7.0,Laptop,Middle Class,4.0,3.0,Yes,Yes,2.0,10.0,6.0,Yes,Yes,yes,71-80,3.0,3.0,Theory,7.0,Good
701,Female,Urban,Under Graduate,18.0,8.0,Laptop,Middle Class,4.0,4.0,Yes,No,3.0,8.0,2.0,No,Yes,No,81-90,3.0,4.0,Practical,8.0,Average
704,Female,Urban,Under Graduate,19.0,7.0,Laptop,Middle Class,4.0,4.0,No,Yes,9.0,5.0,3.0,No,Yes,yes,81-90,4.0,3.0,Theory,4.0,Average
707,Male,Urban,Under Graduate,17.0,11.0,Laptop,Middle Class,6.0,4.0,No,Yes,2.0,8.0,1.0,Yes,Yes,yes,81-90,3.0,3.0,Practical,8.0,Average
708,Male,Urban,School,17.0,6.0,Laptop,Middle Class,4.0,3.0,No,No,3.0,8.0,1.0,No,Yes,yes,81-90,3.0,3.0,Both,6.0,Average
709,Male,Urban,Post Graduate,20.0,8.0,Mobile,Middle Class,6.0,3.0,No,Yes,5.0,7.0,2.0,Yes,No,No,61-70,4.0,5.0,Both,8.0,Good
710,Male,Urban,Under Graduate,21.0,7.0,Laptop,Middle Class,4.0,5.0,No,No,2.0,6.0,1.0,Yes,Yes,No,91-100,1.0,2.0,Practical,4.0,Bad
712,Female,Rural,Post Graduate,18.0,6.0,Laptop,Middle Class,6.0,4.0,No,No,8.0,7.0,2.0,No,No,No,91-100,3.0,3.0,Theory,5.0,Average
714,Male,Rural,Under Graduate,17.0,8.0,Laptop,Poor,6.0,5.0,No,Yes,4.0,8.0,2.0,Yes,Yes,yes,81-90,2.0,3.0,Practical,9.0,Average
716,Female,Rural,Under Graduate,18.0,8.0,Mobile,Poor,4.0,3.0,No,No,3.0,8.0,1.0,No,No,No,91-100,1.0,1.0,Practical,4.0,Average
717,Male,Urban,Post Graduate,17.0,6.0,Mobile,Middle Class,4.0,2.0,Yes,No,3.0,6.0,2.0,Yes,Yes,yes,61-70,2.0,2.0,Theory,4.0,Average
718,Male,Rural,Under Graduate,17.0,6.0,Laptop,Middle Class,4.0,3.0,No,Yes,2.0,8.0,2.0,Yes,Yes,No,71-80,2.0,3.0,Practical,6.0,Average
721,Male,Rural,Under Graduate,19.0,6.0,Mobile,Middle Class,4.0,3.0,Yes,No,2.0,6.0,2.0,Yes,Yes,yes,81-90,3.0,3.0,Practical,5.0,Average
722,Female,Urban,Under Graduate,17.0,6.0,Mobile,Middle Class,4.0,4.0,No,Yes,8.0,6.0,1.0,Yes,No,No,71-80,3.0,3.0,Theory,4.0,Bad
723,Female,Urban,Post Graduate,17.0,6.0,Laptop,Middle Class,5.0,4.0,Yes,Yes,5.0,8.0,1.0,No,Yes,yes,81-90,2.0,3.0,Theory,7.0,Bad
724,Male,Rural,Under Graduate,19.0,9.0,Laptop,Middle Class,6.0,2.0,No,Yes,5.0,6.0,2.0,Yes,No,No,91-100,1.0,1.0,Practical,5.0,Good
725,Male,Rural,Under Graduate,21.0,8.0,Laptop,Middle Class,6.0,3.0,Yes,No,4.0,9.0,1.0,No,Yes,No,51-60,3.0,2.0,Theory,4.0,Average
726,Male,Rural,Under Graduate,17.0,7.0,Laptop,Poor,5.0,3.0,No,Yes,8.0,7.0,2.0,Yes,No,No,81-90,3.0,4.0,Practical,8.0,Average
727,Male,Rural,Post Graduate,18.0,8.0,Laptop,Middle Class,6.0,3.0,No,No,5.0,7.0,1.0,No,Yes,No,71-80,3.0,3.0,Practical,5.0,Average
728,Female,Urban,Post Graduate,19.0,6.0,Mobile,Middle Class,4.0,3.0,No,No,5.0,5.0,2.0,No,No,No,31-40,3.0,3.0,Practical,6.0,Average
729,Female,Rural,Under Graduate,20.0,9.0,Laptop,Middle Class,4.0,3.0,No,No,9.0,7.0,3.0,No,Yes,yes,91-100,4.0,4.0,Practical,9.0,Average
730,Male,Urban,School,19.0,8.0,Laptop,Middle Class,4.0,3.0,No,Yes,8.0,8.0,1.0,Yes,Yes,yes,61-70,4.0,4.0,Both,7.0,Good
732,Female,Urban,School,17.0,6.0,Laptop,Middle Class,4.0,4.0,No,Yes,4.0,7.0,6.0,Yes,Yes,yes,71-80,3.0,3.0,Theory,8.0,Average
733,Female,Urban,Under Graduate,19.0,6.0,Mobile,Middle Class,4.0,2.0,No,No,3.0,6.0,3.0,Yes,No,yes,51-60,3.0,3.0,Both,5.0,Good
735,Male,Urban,Under Graduate,19.0,6.0,Laptop,Middle Class,5.0,3.0,No,Yes,7.0,9.0,1.0,Yes,No,No,81-90,3.0,3.0,Both,6.0,Average
736,Female,Urban,Under Graduate,18.0,7.0,Laptop,Middle Class,6.0,3.0,No,Yes,6.0,7.0,1.0,Yes,No,No,61-70,3.0,3.0,Both,6.0,Average
737,Male,Rural,Under Graduate,19.0,6.0,Mobile,Middle Class,3.0,3.0,No,No,10.0,6.0,1.0,No,No,No,81-90,4.0,4.0,Both,6.0,Average
738,Male,Rural,Under Graduate,19.0,6.0,Laptop,Middle Class,3.0,2.0,No,No,5.0,5.0,1.0,No,No,No,81-90,3.0,4.0,Both,8.0,Average
740,Female,Urban,Post Graduate,20.0,7.0,Laptop,Middle Class,4.0,3.0,No,No,2.0,8.0,2.0,No,No,yes,71-80,2.0,2.0,Both,3.0,Average
741,Male,Urban,Post Graduate,18.0,8.0,Desktop,Middle Class,4.0,3.0,No,Yes,4.0,6.0,1.0,No,Yes,No,51-60,4.0,4.0,Practical,6.0,Good
743,Male,Urban,School,17.0,8.0,Laptop,Middle Class,4.0,2.0,No,No,3.0,8.0,2.0,No,Yes,No,71-80,3.0,3.0,Theory,6.0,Good
744,Male,Urban,School,17.0,8.0,Laptop,Middle Class,4.0,2.0,No,No,3.0,8.0,2.0,No,Yes,No,71-80,2.0,2.0,Theory,6.0,Good
745,Male,Rural,Under Graduate,18.0,7.0,Laptop,Middle Class,3.0,3.0,Yes,Yes,5.0,8.0,1.0,Yes,Yes,No,71-80,2.0,2.0,Practical,5.0,Bad
746,Female,Urban,Under Graduate,19.0,6.0,Laptop,Middle Class,4.0,2.0,No,Yes,4.0,7.0,3.0,No,No,No,91-100,3.0,3.0,Practical,6.0,Average
747,Female,Urban,Under Graduate,17.0,7.0,Laptop,Middle Class,5.0,4.0,No,Yes,6.0,7.0,1.0,No,Yes,No,71-80,2.0,2.0,Theory,5.0,Bad
748,Female,Urban,Under Graduate,18.0,8.0,Laptop,Middle Class,5.0,4.0,No,Yes,3.0,7.0,1.0,Yes,No,No,91-100,3.0,4.0,Practical,7.0,Average
